scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
LG1,10600001,10700000,10646939,9527,5332,211.079,135.8915,0.2167,0.0863,0.0519
LG1,10700001,10800000,10750705,8034,4642,92.3911,85.8633,0.0366,0.0133,0.0068
LG1,10800001,10900000,10847018,10153,5456,233.1615,105.7378,0.376,0.1809,0.085
LG1,10900001,11000000,10950256,9087,4969,122.6753,156.7934,-0.1221,-0.046,-0.0266
LG1,11000001,11100000,11050021,7401,3694,76.8186,90.0165,-0.0791,-0.0343,-0.0153
LG1,11100001,11200000,11146255,8851,4947,175.7756,106.2582,0.2465,0.0906,0.0469
LG1,11200001,11300000,11253959,6292,3636,138.3112,44.3598,0.5143,0.1995,0.1115
LG1,11300001,11400000,11350168,9383,4818,129.3702,107.4744,0.0924,0.0365,0.0197
LG1,11400001,11500000,11443365,4553,2460,93.6055,77.918,0.0915,0.0805,0.0407
LG1,11500001,11600000,11549048,7981,3802,106.503,138.9266,-0.1321,-0.0681,-0.0393
LG1,11600001,11700000,11650068,8721,4529,240.99,84.7817,0.4795,0.2432,0.1301
LG1,11700001,11800000,11749912,6030,3192,111.5829,98.0308,0.0647,0.0327,0.0191
LG1,11800001,11900000,11853440,8069,4363,213.2292,90.0937,0.406,0.199,0.11
LG1,11900001,12000000,11947969,8733,4902,125.6775,133.8859,-0.0316,-0.0134,-0.007
LG1,12000001,12100000,12051798,6027,3207,64.1645,16.911,0.5828,0.0889,0.0592
LG1,12100001,12200000,12151088,5417,3005,76.3151,32.7526,0.3994,0.0908,0.057
LG1,12200001,12300000,12262028,6412,3413,103.2595,51.9922,0.3302,0.093,0.0559
LG1,12300001,12400000,12349437,7311,4071,196.5035,46.4549,0.6176,0.3165,0.1689
LG1,12400001,12500000,12450983,6501,3808,309.7318,123.9679,0.4283,0.25,0.1741
LG1,12500001,12600000,12546105,7818,4417,106.5603,61.4666,0.2684,0.0819,0.0478
LG1,12600001,12700000,12648092,5340,2390,7.1089,8.3103,-0.0779,-0.0032,-0.0026
LG1,12700001,12800000,12744264,4881,2179,130.9084,38.7765,0.543,0.1772,0.1132
LG1,12800001,12900000,12856418,8066,3948,58.1063,158.9293,-0.4645,-0.1573,-0.0898
LG1,12900001,13000000,12950378,6861,3809,187.3103,56.0638,0.5393,0.2165,0.1248
LG1,13000001,13100000,13048164,6836,3659,106.1992,48.1332,0.3762,0.1059,0.0632
LG1,13100001,13200000,13146318,6775,3757,88.3446,27.9453,0.5194,0.1162,0.0696
LG1,13200001,13300000,13255233,7383,3782,94.1949,76.2053,0.1056,0.0311,0.0184
LG1,13300001,13400000,13347152,6601,3783,143.8911,53.8216,0.4556,0.1736,0.0885
LG1,13400001,13500000,13452811,7423,3956,161.1137,41.9297,0.587,0.2134,0.1138
LG1,13500001,13600000,13548552,7351,3888,58.2513,53.4944,0.0426,0.0076,0.0044
LG1,13600001,13700000,13650410,6554,3675,27.3798,78.1645,-0.4812,-0.0818,-0.0477
LG1,13700001,13800000,13751913,6622,3927,74.2977,53.8984,0.1591,0.0404,0.0209
LG1,13800001,13900000,13850648,7187,4079,79.0586,57.9162,0.1544,0.0459,0.0243
LG1,13900001,14000000,13953250,6573,3536,64.6775,95.7261,-0.1936,-0.0672,-0.0358
LG1,14000001,14100000,14047371,6343,3581,51.9648,40.8121,0.1202,0.0258,0.0139
LG1,14100001,14200000,14146663,5956,2895,179.178,44.8168,0.5998,0.3725,0.1756
LG1,14200001,14300000,14250732,7671,4318,157.2925,69.9627,0.3843,0.1486,0.0812
LG1,14300001,14400000,14348404,7405,4218,63.9861,59.3507,0.0376,0.008,0.0044
LG1,14400001,14500000,14449809,6233,3464,75.5438,68.8216,0.0466,0.0131,0.0071
LG1,14500001,14600000,14549665,6466,3719,90.329,94.3845,-0.022,-0.0081,-0.0042
LG1,14600001,14700000,14648321,7136,3929,50.2144,51.5443,-0.0131,-0.0023,-0.0013
LG1,14700001,14800000,14748666,6394,3622,155.8273,46.0877,0.5435,0.2191,0.1249
LG1,14800001,14900000,14847919,6726,3724,93.1793,71.3077,0.133,0.038,0.0198
LG1,14900001,15000000,14951561,7611,4141,134.6523,53.6003,0.4305,0.1412,0.0747
LG1,15000001,15100000,15055174,6514,3723,98.7869,43.8112,0.3855,0.1758,0.0788
LG1,15100001,15200000,15142967,5456,2865,63.1098,59.3841,0.0304,0.0101,0.0056
LG1,15200001,15300000,15246924,6750,3710,122.2869,79.6584,0.2111,0.1181,0.0521
LG1,15300001,15400000,15355355,5942,3435,72.5369,20.4674,0.5599,0.1391,0.0692
LG1,15400001,15500000,15451169,6214,3785,180.7339,38.6957,0.6473,0.2454,0.1333
LG1,15500001,15600000,15552111,5706,3444,47.7847,48.7083,-0.0096,-0.0016,-0.0009
LG1,15600001,15700000,15648625,4262,2582,48.4696,75.8273,-0.2201,-0.0696,-0.0409
LG1,15700001,15800000,15757973,4759,2818,53.2912,39.6141,0.1472,0.0358,0.0203
LG1,15800001,15900000,15850697,5939,3483,49.424,21.0143,0.4033,0.061,0.0357
LG1,15900001,16000000,15947653,6229,3400,123.7995,55.2474,0.3829,0.1357,0.077
LG1,16000001,16100000,16047873,5777,3100,83.3511,50.5421,0.245,0.0731,0.0418
LG1,16100001,16200000,16152080,6902,3674,85.1437,77.5291,0.0468,0.0154,0.009
LG1,16200001,16300000,16249046,6046,3615,34.3464,135.52,-0.5956,-0.1577,-0.0911
LG1,16300001,16400000,16352025,5890,2628,67.0868,16.4479,0.6062,0.1164,0.0706
LG1,16400001,16500000,16449125,5395,2839,333.2357,36.5239,0.8024,0.3803,0.2658
LG1,16500001,16600000,16548177,5663,3213,57.7986,81.7674,-0.1717,-0.0517,-0.032
LG1,16600001,16700000,16651103,5588,2907,114.9006,21.8346,0.6806,0.2363,0.1232
LG1,16700001,16800000,16748020,5924,3255,59.3776,43.704,0.1521,0.032,0.0198
LG1,16800001,16900000,16847446,5758,3143,121.6858,156.3559,-0.1247,-0.0713,-0.0399
LG1,16900001,17000000,16945197,4888,1975,215.6645,57.9006,0.5767,0.2901,0.1693
LG1,17000001,17100000,17047097,5515,2785,50.8372,301.3789,-0.7113,-0.6749,-0.2152
LG1,17100001,17200000,17150350,6429,3630,177.0247,37.8581,0.6476,0.2742,0.1571
LG1,17200001,17300000,17252025,6370,3737,62.1905,72.3433,-0.0755,-0.0159,-0.0107
LG1,17300001,17400000,17347755,5611,3203,73.5343,30.4891,0.4138,0.0873,0.055
LG1,17400001,17500000,17450844,6047,3287,94.0916,36.036,0.4461,0.1506,0.0888
LG1,17500001,17600000,17556521,5467,3084,45.944,57.7461,-0.1138,-0.0282,-0.0143
LG1,17600001,17700000,17650495,6457,3471,46.0946,26.5634,0.2688,0.045,0.0256
LG1,17700001,17800000,17747196,6466,3652,182.6628,23.385,0.773,0.3326,0.1699
LG1,17800001,17900000,17843512,6124,3586,74.1471,73.9076,0.0016,0.0005,0.0003
LG1,17900001,18000000,17950602,5400,2850,58.3121,39.2912,0.1949,0.0389,0.0243
LG1,18000001,18100000,18045957,6207,3717,52.1059,33.849,0.2124,0.0371,0.0207
LG1,18100001,18200000,18151294,5349,2947,67.8212,58.6615,0.0724,0.0219,0.0122
LG1,18200001,18300000,18251600,6537,3331,73.9171,20.6463,0.5633,0.0985,0.0601
LG1,18300001,18400000,18352062,4949,2506,93.5056,46.8077,0.3328,0.1123,0.0594
LG1,18400001,18500000,18447009,4832,2824,49.5395,18.4353,0.4576,0.0779,0.0462
LG1,18500001,18600000,18553920,5293,2942,16.6936,72.645,-0.6263,-0.1487,-0.0841
LG1,18600001,18700000,18648170,6062,3403,24.5221,64.4735,-0.4489,-0.0826,-0.0476
LG1,18700001,18800000,18740475,5602,3217,45.1042,48.1319,-0.0325,-0.0051,-0.0033
LG1,18800001,18900000,18850212,6230,3470,43.9514,101.566,-0.3959,-0.093,-0.0579
LG1,18900001,19000000,18950141,5967,3102,27.0764,53.5938,-0.3287,-0.0501,-0.031
LG1,19000001,19100000,19051329,5347,2975,21.3746,40.5864,-0.3101,-0.0391,-0.0232
LG1,19100001,19200000,19148415,6144,3235,81.1853,49.8069,0.2395,0.0634,0.038
LG1,19200001,19300000,19247924,5295,2995,210.5382,22.5278,0.8067,0.3923,0.194
LG1,19300001,19400000,19355496,5518,3161,49.3581,106.1706,-0.3653,-0.1256,-0.0677
LG1,19400001,19500000,19445309,4426,2348,22.4909,35.0569,-0.2184,-0.0373,-0.0218
LG1,19500001,19600000,19544219,5064,2605,33.5256,129.7721,-0.5894,-0.2113,-0.129
LG1,19600001,19700000,19647416,6288,3514,31.8147,53.9813,-0.2584,-0.0427,-0.0275
LG1,19700001,19800000,19749280,6208,3456,93.4861,66.3299,0.1699,0.0526,0.0311
LG1,19800001,19900000,19850848,5320,3057,88.0907,61.1671,0.1804,0.0692,0.0376
LG1,19900001,20000000,19947973,6141,2858,160.0569,74.2062,0.3665,0.1484,0.0933
LG1,20000001,20100000,20052612,5243,2957,35.9045,81.4809,-0.3883,-0.1013,-0.0592
LG1,20100001,20200000,20149576,4960,3080,133.4648,59.7565,0.3815,0.1227,0.0772
LG1,20200001,20300000,20251495,5552,2832,161.9761,41.9622,0.5885,0.1874,0.1352
LG1,20300001,20400000,20354817,4350,2146,285.9514,28.4861,0.8188,0.4174,0.2976
LG1,20400001,20500000,20451023,4886,2843,67.8125,21.6042,0.5168,0.0735,0.0515
LG1,20500001,20600000,20524752,2264,1138,7.8207,15.1714,-0.3197,-0.0442,-0.0285
LG2,1,100000,49282,6420,3547,57.6615,35.1302,0.2428,0.0426,0.0253
LG2,100001,200000,150086,5190,3043,21.9167,25.2917,-0.0715,-0.007,-0.0048
LG2,200001,300000,249199,5237,3058,33.7179,51.5859,-0.2095,-0.0339,-0.0217
LG2,300001,400000,352380,3836,2077,57.1905,30.1211,0.31,0.0776,0.0492
LG2,400001,500000,447906,4262,2352,42.0512,31.0339,0.1507,0.0251,0.0183
LG2,500001,600000,551877,4451,1572,32.691,45.8854,-0.1679,-0.0411,-0.0221
LG2,600001,700000,655093,4370,2425,117.4566,71.4462,0.2436,0.0929,0.0715
LG2,700001,800000,745708,5624,2754,41.8155,169.1836,-0.6036,-0.2414,-0.1705
LG2,800001,900000,854573,5455,2929,57.2622,19.651,0.489,0.0924,0.0538
LG2,900001,1000000,948196,4849,2542,17.5942,24.6497,-0.167,-0.0173,-0.0115
LG2,1000001,1100000,1049313,5486,3208,35.3147,22.082,0.2305,0.0277,0.017
LG2,1100001,1200000,1151836,6107,3612,36.1493,32.5868,0.0518,0.0068,0.0043
LG2,1200001,1300000,1247943,5780,3435,51.0165,31.5894,0.2352,0.0341,0.0208
LG2,1300001,1400000,1350194,5659,3245,73.1697,24.2496,0.5022,0.0973,0.059
LG2,1400001,1500000,1446764,5579,2698,22.7509,23.5425,-0.0171,-0.0012,-0.0008
LG2,1500001,1600000,1552687,5772,3509,26.0291,27.3312,-0.0244,-0.0027,-0.0017
LG2,1600001,1700000,1647019,5030,2836,56.7622,37.9358,0.1988,0.0389,0.024
LG2,1700001,1800000,1755333,4529,2497,23.5881,35.2062,-0.1976,-0.0303,-0.0175
LG2,1800001,1900000,1849328,5162,2871,46.9822,39.3746,0.0881,0.016,0.0095
LG2,1900001,2000000,1947042,5206,3046,22.3424,30.582,-0.1557,-0.017,-0.0111
LG2,2000001,2100000,2056210,5043,2828,24.7613,21.862,0.0622,0.0067,0.0043
LG2,2100001,2200000,2147626,5867,2997,48.3264,36.6736,0.1371,0.0231,0.0137
LG2,2200001,2300000,2250770,5539,2987,36.237,25.3307,0.1771,0.0234,0.0143
LG2,2300001,2400000,2343805,4632,2337,29.3672,43.0269,-0.1887,-0.0331,-0.0225
LG2,2400001,2500000,2449508,6588,3690,57.6237,33.1862,0.2691,0.0448,0.027
LG2,2500001,2600000,2546197,5586,2763,96.3116,39.2595,0.4208,0.1236,0.0773
LG2,2600001,2700000,2650683,5951,3387,28.4688,45.6042,-0.2313,-0.0365,-0.021
LG2,2700001,2800000,2750570,6416,3740,84.7179,27.3429,0.512,0.096,0.0593
LG2,2800001,2900000,2852362,5436,3430,65.3342,78.6155,-0.0923,-0.0295,-0.0172
LG2,2900001,3000000,2956882,4063,2275,45.0347,54.9549,-0.0992,-0.0337,-0.018
LG2,3000001,3100000,3059332,5209,2843,129.7253,30.3885,0.6204,0.2368,0.1155
LG2,3100001,3200000,3147388,5116,2908,27.0365,32.6476,-0.094,-0.0131,-0.0076
LG2,3200001,3300000,3249565,5050,2790,67.3151,63.704,0.0276,0.0078,0.0041
LG2,3300001,3400000,3350131,5997,3313,38.385,66.6385,-0.269,-0.0459,-0.0293
LG2,3400001,3500000,3446573,5000,2718,69.5464,41.3103,0.2547,0.054,0.0332
LG2,3500001,3600000,3549869,6045,3477,48.8464,20.0477,0.418,0.0616,0.0386
LG2,3600001,3700000,3651712,6859,3485,97.9336,61.6489,0.2274,0.0873,0.0401
LG2,3700001,3800000,3748290,6194,3590,28.6793,32.6445,-0.0647,-0.0077,-0.0046
LG2,3800001,3900000,3850482,5397,3099,30.9518,51.1011,-0.2456,-0.0494,-0.0266
LG2,3900001,4000000,3952797,5593,3175,34.1793,79.3737,-0.398,-0.0997,-0.0569
LG2,4000001,4100000,4050028,5133,2737,79.4705,33.4115,0.408,0.1029,0.0623
LG2,4100001,4200000,4151630,6556,3723,61.3503,49.3121,0.1088,0.0224,0.0133
LG2,4200001,4300000,4249238,6475,3990,49.3598,97.4709,-0.3277,-0.0862,-0.0507
LG2,4300001,4400000,4349000,6536,3745,55.2773,36.3954,0.206,0.0379,0.0225
LG2,4400001,4500000,4453207,5357,3147,53.4627,55.7821,-0.0212,-0.0043,-0.0026
LG2,4500001,4600000,4551371,5948,3588,52.0786,52.4015,-0.0031,-0.0006,-0.0003
LG2,4600001,4700000,4636807,3188,1762,22.8003,29.1128,-0.1216,-0.0254,-0.0158
LG2,4700001,4800000,4755206,5788,2985,73.3811,47.7422,0.2117,0.0424,0.029
LG2,4800001,4900000,4845849,5128,2793,54.2886,120.7643,-0.3797,-0.1105,-0.0711
LG2,4900001,5000000,4949366,5387,2437,144.3134,86.5425,0.2502,0.1153,0.0545
LG2,5000001,5100000,5062376,3009,1661,22.237,49.1155,-0.3767,-0.0872,-0.0547
LG2,5100001,5200000,5150307,6002,3012,39.227,53.8485,-0.1571,-0.0254,-0.0163
LG2,5200001,5300000,5248978,5119,2630,55.0043,26.8273,0.3443,0.0557,0.0371
LG2,5300001,5400000,5349650,5152,2613,22.7543,52.303,-0.3937,-0.0637,-0.0364
LG2,5400001,5500000,5450506,5594,3150,31.4418,49.2543,-0.2207,-0.0403,-0.0226
LG2,5500001,5600000,5548398,5259,2916,84.8963,19.0178,0.634,0.1395,0.08
LG2,5600001,5700000,5650109,5689,2942,148.4944,31.4492,0.6505,0.2759,0.138
LG2,5700001,5800000,5751175,5352,2027,294.059,19.7951,0.8739,0.4514,0.292
LG2,5800001,5900000,5851809,4668,2696,428.6875,28.6111,0.8749,0.5013,0.3793
LG2,5900001,6000000,5951006,4934,2550,65.7799,17.6063,0.5777,0.1473,0.0807
LG2,6000001,6100000,6049602,6596,3636,145.2982,40.4232,0.5647,0.1845,0.0998
LG2,6100001,6200000,6147162,5384,3196,124.2951,22.7049,0.6911,0.2756,0.1507
LG2,6200001,6300000,6251734,5657,2771,104.4275,165.6393,-0.2267,-0.1186,-0.0632
LG2,6300001,6400000,6348213,5683,3200,93.5221,174.1194,-0.3011,-0.1962,-0.1065
LG2,6400001,6500000,6450199,5622,3174,38.3954,50.7565,-0.1387,-0.025,-0.0146
LG2,6500001,6600000,6551469,5645,3325,52.0551,36.4579,0.1762,0.0269,0.0164
LG2,6600001,6700000,6646370,5350,3105,21.9896,107.809,-0.6612,-0.1649,-0.0975
LG2,6700001,6800000,6751728,5965,3424,33.0777,47.6784,-0.1808,-0.0304,-0.0173
LG2,6800001,6900000,6849993,5636,3285,59.3242,44.7062,0.1405,0.0306,0.0173
LG2,6900001,7000000,6950431,5494,3272,40.2183,37.4648,0.0354,0.0054,0.0033
LG2,7000001,7100000,7049679,5681,3282,79.6207,45.6589,0.2711,0.0766,0.0426
LG2,7100001,7200000,7148531,5498,3123,31.612,42.6675,-0.1488,-0.0265,-0.015
LG2,7200001,7300000,7254208,4703,2608,50.2669,60.5516,-0.0928,-0.0336,-0.02
LG2,7300001,7400000,7350832,5948,3652,82.9236,75.0903,0.0496,0.016,0.01
LG2,7400001,7500000,7453552,5111,2676,170.5985,29.7964,0.7026,0.4239,0.2392
LG2,7500001,7600000,7550644,5663,3253,106.6432,27.3759,0.5915,0.1859,0.0946
LG2,7600001,7700000,7649439,6461,3705,186.8958,53.2049,0.5568,0.2556,0.1367
LG2,7700001,7800000,7748768,5813,2915,67.7248,50.0477,0.1501,0.0432,0.0248
LG2,7800001,7900000,7853801,5648,3195,35.5916,41.8659,-0.081,-0.012,-0.0075
LG2,7900001,8000000,7944212,5133,2719,84.7122,30.931,0.4651,0.1581,0.0838
LG2,8000001,8100000,8046466,5120,3033,53.7092,32.6536,0.2438,0.0684,0.0432
LG2,8100001,8200000,8146992,5681,3150,42.523,45.1654,-0.0301,-0.0071,-0.0041
LG2,8200001,8300000,8249221,6386,3410,58.1536,54.7057,0.0306,0.007,0.0044
LG2,8300001,8400000,8347793,5025,2693,50.1506,30.2826,0.247,0.0469,0.031
LG2,8400001,8500000,8449719,6175,3288,128.7374,27.1749,0.6514,0.2498,0.1375
LG2,8500001,8600000,8557111,5810,3245,41.9514,58.4028,-0.1639,-0.0313,-0.0206
LG2,8600001,8700000,8648096,6105,3622,72.7248,61.9089,0.0803,0.0232,0.0147
LG2,8700001,8800000,8748682,6287,3725,64.8394,90.9262,-0.1675,-0.0431,-0.0293
