scaffold	start	end	mid	sites	sitesUsed	ABBA	BABA	D	fd	fdM	gene_count_per_window	cM/Mb	Fst_aridus_longiflorus	Fst_aridus_longiflorus_island	Fst_aridus_parviflorus	Fst_aridus_calycinus	Fst_longiflorus_longiflorus_island	Fst_longiflorus_parviflorus	Fst_longiflorus_calycinus	Fst_longiflorus_island_parviflorus	Fst_longiflorus_island_calycinus	Fst_parviflorus_calycinus	average_dxy_ari_par	average_dxy_lon_isl_lon	average_dxy_par_isl_lon
LG1	3300001	3400000	3345767	5885	3090	16.6276	10.5629	0.223	0.0209	0.0175	14	3.693435061	0.6857	0.6927	0.5342	0.6766	0.1744	0.524	0.1126	0.5426	0.1913	0.4712	0.008683934581769	0.003420457415638	0.008210974977404
LG1	3400001	3500000	3452604	4493	2587	16.9195	13.9384	0.0966	0.0077	0.0067	11		0.5876	0.6178	0.3095	0.6173	0.1429	0.4781	0.0535	0.5151	0.1123	0.4469	0.010581333353864	0.005899707037303	0.014648736536593
LG1	3500001	3600000	3549079	7226	3667	20.8997	24.9682	-0.0887	-0.0079	-0.0064	10		0.6439	0.6832	0.5925	0.67	0.2459	0.5753	0.0905	0.6086	0.2684	0.5495	0.012720697084271	0.004523522781068	0.011611826988265
LG1	3600001	3700000	3648994	5886	2956	19.6008	13.9792	0.1674	0.013	0.0113	12		0.5556	0.6429	0.5447	0.6011	0.2423	0.5818	0.0829	0.6548	0.2837	0.5745	0.00984280263283	0.004406604240331	0.010283532285393
LG1	3700001	3800000	3752511	8041	4612	81.7489	57.2001	0.1767	0.0503	0.0386	15		0.5152	0.5476	0.5278	0.5531	0.1494	0.4177	0.0357	0.4465	0.1704	0.4056	0.015058011119618	0.00772119989388	0.012045862367082
LG1	3800001	3900000	3848580	7495	3764	50.5305	31.7028	0.229	0.0383	0.0303	10	7.663776568	0.5126	0.5825	0.4811	0.5145	0.2267	0.4839	0.0537	0.541	0.2304	0.4469	0.012757548040455	0.007241837366996	0.012641917644302
LG1	3900001	4000000	3948917	7282	3671	36.0802	34.6311	0.0205	0.0026	0.0023	13	0	0.5237	0.6251	0.5668	0.522	0.1367	0.5389	0.0514	0.6266	0.1774	0.5044	0.012610141229151	0.00583849182665	0.013595965102352
LG1	4000001	4100000	4048355	7057	3837	63.0013	34.7372	0.2892	0.0521	0.0437	12	0	0.4891	0.5245	0.5848	0.4355	0.1476	0.5178	0.0919	0.5631	0.1213	0.4485	0.015973795591702	0.007649600168172	0.013776586434099
LG1	4100001	4200000	4159511	5238	2990	10.8726	7.7561	0.1673	0.0073	0.0064	9	5.032866141	0.5986	0.6979	0.5128	0.5926	0.2947	0.664	0.0474	0.7444	0.3133	0.6301	0.012883459065802	0.005118552765524	0.014951472200269
LG1	4200001	4300000	4251452	7505	4189	36.9836	33.3196	0.0521	0.0064	0.0053	15	8.434753612	0.4962	0.5792	0.4362	0.4559	0.2482	0.4897	0.0403	0.5683	0.2388	0.4284	0.014084977013199	0.006627609070317	0.014574973784647
LG1	4300001	4400000	4357686	6175	3078	50.1856	50.4967	-0.0031	-0.001	-0.0007	10	0.546949195	0.3595	0.3952	0.3295	0.2903	0.1664	0.38	0.063	0.4002	0.1611	0.2818	0.01128137174548	0.007805037614409	0.011638816775657
LG1	4400001	4500000	4451545	7026	4179	107.8073	200.9885	-0.3018	-0.1537	-0.1026	11	4.451348429	0.3034	0.4411	0.437	0.333	0.2024	0.3531	0.0621	0.4805	0.1631	0.3356	0.011260641993413	0.014106402412907	0.016313819610788
LG1	4500001	4600000	4548602	7278	3906	22.6886	27.3132	-0.0925	-0.0102	-0.0084	9	6.54438195	0.5703	0.5968	0.4684	0.5476	0.1765	0.4873	0.021	0.5236	0.146	0.4303	0.011911147230753	0.004979882639442	0.011197765817916
LG1	4600001	4700000	4649520	8185	4421	73.2483	100.2167	-0.1555	-0.0369	-0.03	14	5.291497166	0.4261	0.5621	0.4555	0.4664	0.1753	0.4458	0.0399	0.5826	0.2666	0.4221	0.011695269080758	0.009974895570772	0.017430131654242
LG1	4700001	4800000	4741353	6517	3254	107.3266	48.7958	0.3749	0.1096	0.0833	9	7.918263155	0.5852	0.5482	0.5749	0.6612	0.2187	0.5845	0.1439	0.5266	0.2721	0.6124	0.021640254687666	0.010153775597492	0.01797450716043
LG1	4800001	4900000	4859361	5183	2861	30.3263	24.1455	0.1135	0.0142	0.0115	12	0	0.553	0.5424	0.441	0.5998	0.1566	0.5815	0.0903	0.5807	0.2014	0.5726	0.018659626871961	0.010645461394789	0.025427509098059
LG1	4900001	5000000	4943351	4419	2159	37.0173	27.9894	0.1389	0.0377	0.0293	8	1.572761116	0.3638	0.4626	0.5211	0.3163	0.1594	0.3565	0.0664	0.4517	0.2085	0.3114	0.011880494229286	0.008627131531193	0.011004864258097
LG1	5000001	5100000	5050336	8144	3997	78.1274	36.3912	0.3644	0.0949	0.0743	11	1.045103689	0.4243	0.3781	0.2918	0.3433	0.0861	0.3751	0.0476	0.3365	0.1039	0.3102	0.012877918141192	0.007808281538806	0.013573057404151
LG1	5100001	5200000	5145408	6822	3799	88.1105	68.5339	0.125	0.0498	0.0338	12	2.3083413	0.3903	0.425	0.2326	0.3351	0.1349	0.3103	0.0665	0.3345	0.0678	0.2381	0.016647843163162	0.011867018021822	0.017902517999213
LG1	5200001	5300000	5263455	5213	2962	88.6323	68.1821	0.1304	0.1101	0.0705	10	1.903593832	0.253	0.4146	0.2325	0.2325	0.1065	0.0942	0.0282	0.1509	0.1003	0.0648	0.016876553834748	0.012223719464526	0.013959711629831
LG1	5300001	5400000	5349400	5680	3221	114.6702	85.3317	0.1467	0.1481	0.09	12	0	0.1466	0.2272	0.1711	0.1203	0.0749	0.087	0.018	0.1118	0.088	0.0796	0.024606389628239	0.019166894677983	0.01884068441912
LG1	5400001	5500000	5443686	6894	3632	53.5233	79.5865	-0.1958	-0.0747	-0.0555	10	9.344799986	0.1426	0.2054	0.332	0.1279	0.0809	0.2381	0.0123	0.3166	0.0787	0.2351	0.01321505804856	0.01057250431408	0.013460074947472
LG1	5500001	5600000	5548683	7972	4097	90.4699	41.0536	0.3757	0.1168	0.0868	11	2.695746379	0.3702	0.3225	0.3172	0.3526	0.1349	0.4435	0.0505	0.3832	0.1173	0.3978	0.015532357214362	0.010552603544592	0.0161541610313
LG1	5600001	5700000	5652395	7118	4021	234.4362	49.5891	0.6508	0.5604	0.3151	10	5.419301114	0.3953	0.405	0.3878	0.4688	0.1793	0.291	0.0436	0.127	0.1826	0.276	0.016748676428682	0.01419835364977	0.010942378808199
LG1	5700001	5800000	5750920	6038	2760	104.3927	38.252	0.4637	0.2389	0.1443	12	1.072082546	0.5186	0.3636	0.4549	0.5457	0.151	0.434	0.0359	0.259	0.1541	0.42	0.014363648419396	0.010195747139317	0.011860498036988
LG1	5800001	5900000	5844022	6088	2832	89.1006	43.364	0.3453	0.1634	0.1301	8		0.2847	0.3296	0.2864	0.3231	0.091	0.2333	0.0198	0.2307	0.1232	0.2263	0.023475758376069	0.015425106723132	0.019134161091797
LG1	5900001	6000000	5948488	5236	2145	99.1021	92.5244	0.0343	0.0355	0.0235	5		0.1722	0.2436	0.1859	0.1787	0.0904	0.0988	0.0143	0.1311	0.0701	0.0562	0.029284832443141	0.022756943642972	0.025238860778289
LG1	6000001	6100000	6043896	4471	2098	69.5212	52.3467	0.1409	0.1228	0.0723	4	23.7607504	0.2672	0.3296	0.2469	0.3153	0.0877	0.1603	0.0687	0.1458	0.0827	0.16	0.021190858021204	0.017402344696544	0.018439444237848
LG1	6100001	6200000	6151324	3698	2055	73.6101	55.8185	0.1375	0.1077	0.0708	2		0.1782	0.284	0.2657	0.1377	0.1004	0.1446	0.0576	0.1589	0.1044	0.1507	0.018575435871988	0.016216194144745	0.014718877038949
LG1	6200001	6300000	6272588	2215	842	26.6834	12.4468	0.3638	0.2416	0.1625	4	0	0.3629	0.3575	0.2983	0.3327	0.1172	0.1491	0.0181	0.1168	0.0979	0.1173	0.011609815584577	0.007605734624485	0.007345378885068
LG1	6300001	6400000	6347929	5722	2963	124.111	38.1672	0.5296	0.34	0.2422	5	3.024701965	0.2559	0.3277	0.3028	0.2773	0.1613	0.2233	0.0504	0.1552	0.1206	0.1711	0.017809391258862	0.014335164421702	0.01387199776291
LG1	6400001	6500000	6433894	4638	2585	47.9457	37.7835	0.1185	0.085	0.0614	6	5.275325607	0.2092	0.2889	0.1787	0.2555	0.0634	0.1042	0.0374	0.1388	0.0966	0.1153	0.015129990129262	0.012183664300995	0.014008118081307
LG1	6500001	6600000	6547867	4795	2432	100.2993	76.4723	0.1348	0.1345	0.0787	8	0	0.1388	0.1173	0.18	0.153	0.0795	0.1626	0.0194	0.1282	0.0991	0.1904	0.018436721009615	0.016229333884475	0.016112546219211
LG1	6600001	6700000	6651711	8014	3958	177.3041	57.7387	0.5087	0.2478	0.1952	8	0	0.3066	0.4071	0.4293	0.4203	0.1149	0.2761	0.0528	0.2807	0.1321	0.2632	0.023334601791869	0.013888053214743	0.016298300193622
LG1	6700001	6800000	6758019	6948	3874	95.7199	62.4836	0.2101	0.1333	0.0914	5		0.3125	0.343	0.3379	0.4044	0.0814	0.186	0.0628	0.1668	0.1127	0.1784	0.025011159786212	0.01643376940412	0.019454997561702
LG1	6800001	6900000	6848964	7836	4771	121.3138	99.1252	0.1007	0.0716	0.0513	7	0.126177658	0.1924	0.2217	0.3222	0.1964	0.0406	0.1783	0.0085	0.1735	0.0403	0.1485	0.020824688193472	0.017382962904819	0.018151938572149
LG1	6900001	7000000	6950230	4236	2506	81.5796	49.8408	0.2415	0.1649	0.1058	7		0.209	0.17	0.2221	0.166	0.0884	0.2069	0.042	0.1588	0.0594	0.1504	0.018739150259989	0.01828152535371	0.017864870887197
LG1	7000001	7100000	7056190	6781	2943	67.1734	30.4349	0.3764	0.1086	0.0854	4		0.4975	0.5372	0.4955	0.4676	0.1536	0.2985	0.0332	0.3621	0.139	0.2548	0.027568694169038	0.013851912941703	0.020698437408627
LG1	7100001	7200000	7148076	6508	3301	76.2606	86.2963	-0.0617	-0.049	-0.027	5		0.245	0.2797	0.2291	0.2617	0.1073	0.1465	0.0295	0.1768	0.1042	0.1038	0.022355702374388	0.018758492389907	0.020666408573033
LG1	7200001	7300000	7256341	3926	2003	70.4036	45.2478	0.2175	0.1449	0.0966	6	7.283447498	0.1896	0.3495	0.2034	0.1876	0.1588	0.1111	0.0495	0.1673	0.1585	0.0937	0.017758926201296	0.015543993148242	0.01510540427792
LG1	7300001	7400000	7351539	6956	4144	90.7612	88.3903	0.0132	0.009	0.0052	4		0.2657	0.2327	0.229	0.2521	0.0871	0.1756	0.0609	0.1489	0.0654	0.1481	0.026422796366789	0.019323563201486	0.021989065030946
LG1	7400001	7500000	7455752	8171	3873	102.8739	85.7593	0.0907	0.0461	0.0293	4		0.2525	0.2433	0.1887	0.1855	0.2011	0.2003	0.0449	0.2065	0.1379	0.1357	0.018965961996385	0.016915686373615	0.018221986182558
LG1	7500001	7600000	7538111	5018	2248	57.1334	32.3555	0.2769	0.1136	0.0761	8		0.1009	0.2046	0.1555	0.0809	0.2007	0.2019	0.059	0.2307	0.1517	0.1364	0.018627674971597	0.017614949885475	0.017000576895241
LG1	7600001	7700000	7665305	6821	3029	88.1241	26.1349	0.5425	0.2747	0.1889	7		0.1408	0.2175	0.1816	0.1188	0.106	0.2124	0.1084	0.2607	0.2287	0.1642	0.022905579258484	0.017593499513531	0.019307058869287
LG1	7700001	7800000	7742571	7571	2902	104.5644	48.3702	0.3674	0.3677	0.105	2	0	0.2629	0.1971	0.1893	0.2341	0.2674	0.2944	0.0671	0.0615	0.253	0.2391	0.022390713180884	0.018540114776406	0.013884580059612
LG1	7800001	7900000	7851765	5275	2722	97.2152	35.7721	0.462	0.3467	0.2098	6	0	0.1655	0.1733	0.2027	0.1819	0.1078	0.2018	0.0308	0.1035	0.1142	0.181	0.021460976059162	0.017361193623293	0.017636770594198
LG1	7900001	8000000	7951533	9939	5602	339.6806	101.6308	0.5394	0.4582	0.2772	6		0.2866	0.3013	0.2814	0.32	0.2373	0.2651	0.0538	0.14	0.2433	0.2667	0.023123490398506	0.02385439434012	0.016780440105675
LG1	8000001	8100000	8053502	7323	2885	84.8408	231.3415	-0.4633	-0.3371	-0.215	2		0.2521	0.2158	0.4288	0.3173	0.1739	0.1642	0.1112	0.3758	0.245	0.2148	0.050872231285042	0.030684429060979	0.043450487149933
LG1	8100001	8200000	8143066	4052	1083	14.7121	67.0491	-0.6401	-0.3322	-0.2155	3		0.2542	0.2708	0.3403	0.3043	0.2829	0.0881	0.009	0.4021	0.3152	0.0814	0.043988443101976	0.028405140488672	0.043222534104876
LG1	8200001	8300000	8246057	5103	2054	50.8826	84.7253	-0.2496	-0.1096	-0.0784	8		0.2269	0.1817	0.3178	0.2544	0.2375	0.1295	0.0597	0.3428	0.2369	0.1463	0.046265600033239	0.03290002690668	0.04194784538491
LG1	8300001	8400000	8349203	5570	2952	184.4479	26.6756	0.7473	0.642	0.431	3		0.3469	0.2177	0.1816	0.3331	0.1729	0.2419	0.0158	0.0441	0.1413	0.1942	0.01671659684825	0.017536022466217	0.015601019193809
LG1	8400001	8500000	8453798	6896	3083	254.4678	19.8893	0.855	0.5088	0.3498	9		0.3787	0.2573	0.3765	0.4129	0.2232	0.4695	0.0628	0.2029	0.2004	0.4447	0.021594501072613	0.015270120451987	0.01668913396103
LG1	8500001	8600000	8545700	4039	2018	99.9459	33.8923	0.4935	0.3805	0.2209	7		0.3138	0.2855	0.2467	0.2833	0.199	0.2395	0.0525	0.1175	0.1539	0.1741	0.027769473709588	0.021184496918619	0.020556346620436
LG1	8600001	8700000	8658999	7333	3780	210.5543	62.5703	0.5418	0.4153	0.2633	5		0.3718	0.5146	0.4504	0.3717	0.1664	0.23	0.0304	0.1509	0.1288	0.1879	0.040408784301977	0.021234301451491	0.018206875764461
LG1	8700001	8800000	8742193	8541	4415	134.939	62.8348	0.3646	0.1411	0.1024	7	1.171593367	0.3083	0.4199	0.4004	0.3561	0.189	0.3082	0.0418	0.3575	0.1774	0.303	0.023835885512457	0.016958223821417	0.019024368127955
LG1	8800001	8900000	8851731	9887	4936	170.6053	104.2961	0.2412	0.0888	0.0682	2		0.2709	0.2412	0.2673	0.2608	0.1684	0.3169	-0.0012	0.2734	0.1629	0.2803	0.033914562635417	0.019084894820117	0.032257540476738
LG1	8900001	9000000	8952213	6378	3194	117.3573	38.0482	0.5103	0.1957	0.1446	4		0.229	0.2846	0.3794	0.2214	0.1942	0.3264	0.0199	0.3183	0.1869	0.3032	0.026503783830324	0.019033515117324	0.021482519791073
LG1	9000001	9100000	9050702	5841	3272	112.9297	43.1529	0.4471	0.2797	0.1755	9		0.2114	0.2782	0.3277	0.2336	0.128	0.2549	0.0182	0.176	0.1363	0.2124	0.028528744205301	0.022175035130811	0.025519346847875
LG1	9100001	9200000	9148617	7761	3914	124.0973	33.0526	0.5793	0.375	0.2427	5		0.3281	0.3014	0.3849	0.3928	0.1066	0.2693	0.0412	0.1401	0.131	0.2501	0.01960612407644	0.014576388928465	0.014308950968847
LG1	9200001	9300000	9246403	7371	3569	133.2453	58.3826	0.3907	0.3132	0.2073	7	1.404870668	0.2417	0.2615	0.2698	0.3545	0.086	0.197	0.0369	0.1135	0.0947	0.2179	0.022084801258821	0.017554117587945	0.017660558280733
LG1	9300001	9400000	9334820	4792	2442	97.6938	30.013	0.53	0.2961	0.2189	8	15.77695906	0.2199	0.2445	0.298	0.1801	0.0889	0.2531	0.0401	0.1763	0.1001	0.2217	0.022865762839501	0.017377124803738	0.019530979015271
LG1	9400001	9500000	9463398	7402	3989	151.314	49.9397	0.5037	0.3376	0.2336	6	2.133155874	0.1688	0.2314	0.2276	0.1484	0.102	0.1789	0.0104	0.1544	0.0857	0.1476	0.023253200761574	0.019637558503533	0.019621177595302
LG1	9500001	9600000	9542112	6185	3215	94.2228	50.045	0.3062	0.1279	0.0962	9	0.044265905	0.1603	0.2404	0.2138	0.1726	0.1936	0.1968	0.0487	0.2317	0.1586	0.1497	0.021255187090789	0.019960146799332	0.020350086345984
LG1	9600001	9700000	9651391	6527	2982	119.7148	59.3424	0.3372	0.2145	0.1467	9		0.1399	0.232	0.187	0.1225	0.1315	0.1633	0.0391	0.2096	0.15	0.1407	0.025328221974056	0.019826543830299	0.023047572353286
LG1	9700001	9800000	9746904	6299	2906	80.4286	67.6711	0.0861	0.0437	0.0322	3		0.1796	0.2858	0.2058	0.1974	0.1202	0.1666	0.0246	0.2312	0.1267	0.1399	0.034506931971661	0.025567588581584	0.03499166317608
LG1	9800001	9900000	9844823	9408	4562	135.5924	113.9306	0.0868	0.0455	0.0324	8	1.828975995	0.2352	0.2539	0.2685	0.1691	0.1093	0.2796	0.0532	0.2867	0.1143	0.2446	0.02266664824557	0.014781672050657	0.020860744156295
LG1	9900001	10000000	9951515	10011	4874	152.3331	140.3317	0.041	0.0314	0.0183	9	1.965377591	0.2943	0.2069	0.2969	0.2664	0.1366	0.2605	0.0211	0.1969	0.1	0.2031	0.020439730703368	0.015907479654689	0.017379411825672
LG1	10000001	10100000	10048640	9196	4934	248.5433	79.5117	0.5153	0.3695	0.2242	10	8.324778225	0.4011	0.3586	0.5242	0.4609	0.1633	0.3634	0.0238	0.1876	0.1466	0.3346	0.021544545373565	0.016100909313769	0.01370489098259
LG1	10100001	10200000	10143707	9288	4493	165.8782	59.6416	0.4711	0.2379	0.1476	7		0.3702	0.3256	0.4258	0.4122	0.2102	0.3619	0.034	0.2294	0.2224	0.3486	0.019827789161226	0.016121151269511	0.015053951343028
LG1	10200001	10300000	10249395	8769	4226	146.6244	52.3607	0.4737	0.237	0.1603	6		0.3407	0.2633	0.3007	0.3828	0.1177	0.36	0.0244	0.2303	0.1163	0.3618	0.022844492198267	0.017973019509201	0.02028769238172
LG1	10300001	10400000	10349946	9097	4989	96.7599	55.4418	0.2715	0.0794	0.0565	6	7.527318607	0.4028	0.3765	0.2454	0.4867	0.177	0.3362	0.0457	0.3131	0.2214	0.3477	0.015680337624042	0.010620184006943	0.016417473048643
LG1	10400001	10500000	10440998	5899	3099	38.2485	79.516	-0.3504	-0.0949	-0.0708	11		0.4489	0.6616	0.4956	0.4979	0.3028	0.3521	0.0759	0.5835	0.2774	0.4158	0.018950070017669	0.012271263461304	0.017957171691707
LG1	10500001	10600000	10552259	9979	5169	106.1823	60.9758	0.2704	0.0766	0.0551	4		0.478	0.47	0.4636	0.5119	0.17	0.4613	0.032	0.4315	0.1781	0.4422	0.022545046454095	0.012570541789455	0.019407541239684
LG1	10600001	10700000	10646939	9527	5185	184.2065	76.1298	0.4151	0.1615	0.1162	9		0.4513	0.3938	0.4623	0.444	0.192	0.4351	0.0605	0.3445	0.1783	0.3958	0.020070399313926	0.012861872307762	0.016492668476157
LG1	10700001	10800000	10750705	8034	4284	74.6663	67.2254	0.0524	0.0161	0.0118	10		0.375	0.492	0.3819	0.451	0.1758	0.307	0.0336	0.3987	0.1902	0.3205	0.014753211671839	0.010727231603141	0.014350081770546
